,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
            Natural gas,0.857,0.846,0.889,0.925,0.944,0.87,0.785,0.741,0.73,0.711,1.028,0.968,0.912,0.755,0.503,0.63,0.859,0.7236,0.621,0.6054,0.618,0.505,0.376,0.361
            Oil,0.227,0.246,0.226,0.245,0.202,0.214,0.2,0.175,0.125,0.103,0.068,0.052,0.05,0.043,0.035,0.035,0.033,0.0356,0.0249,0.0314,0.021084,0.032,0.04,0.039
        Renewables,35.614,40.136,34.224,33.871,32.95,30.8,30.645,34.708,35.656,35.279,35.817,32.674,38.912,39.084,39.07,39.425,36.419,36.4008,37.2449,40.6118,43.8195011,43.2100538,37.0505499,44.69107327
            Hydroelectricity,33.854,38.29,32.323,31.948,30.938,28.664,28.273,32.362,33.214,32.833,33.261,29.906,35.783,35.628,35.122,35.378,31.984,31.4797,32.0959,35.157,37.867647,36.964485,29.84788,36.98341587
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0.011,0.012,0.014,0.017,0.017,0.019,0.023,0.027,0.034,0.05,0.094,0.168,0.3,0.5,0.842,1.119,1.333,1.6832,1.9451,2.1777,2.598659,2.8420028,3.7980385,4.419
                Wind,0.003,0.004,0.005,0.005,0.006,0.008,0.015,0.016,0.019,0.023,0.037,0.07,0.088,0.09,0.101,0.11,0.109,0.1326,0.1218,0.1459,0.1454501,0.145566,0.1516314,0.1676574
    Consumption,50.087,51.476,51.83,53.006,54.046,55.3426,55.7169,55.2121,56.5809,55.2759,57.536,56.6371,56.737,57.068,55.1231,55.9373,56.1566,56.4313,55.3173,54.899,56.2949851,58.5225648,57.1924673,55.6426784
    Imports,24.33,24.096,27.8,30.084,27.056,38.346,33.803,34.818,31.601,31.368,33.401,34.824,31.549,29.874,28.53,34.033,34.096,36.496,31.02,29.505,26.988,31.532,33.0196124,27.462
    Exports,31.4,34.54,32.308,33.196,27.759,31.996,31.1,36.88,32.736,33.525,32.881,32.237,33.749,32.27,34.021,35.068,30.173,30.946,32.607,35.765,32.548,29.119,29.8807409,33.856
Turkiye,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,93.714,98.333,95.39,104.985,104.359,122.12,131.681,154.982,163.92,156.583,155.371,171.169,174.151,170.641,198.984,177.608,183.426,209.1662,206.0605,170.5183,177.066,209.5874405,178.2700527,177.1657871
            Coal,37.33,37.738,31.426,31.42,33.565,42.199,45.608,52.333,56.375,54.229,53.378,64.589,66.332,61.925,74.287,74.175,90.388,95.3849,111.3555,111.1759,104.0177,102.4305,105.8141826,107.249
            Natural gas,46.216,49.55,52.497,63.536,62.241,73.445,80.691,95.025,98.685,96.095,98.144,104.048,104.499,105.116,120.576,99.218,89.227,110.49,92.4828,57.2882,70.9313,105.1193,69.6118701,67.0757871
            Oil,9.311,10.367,10.744,9.197,7.67,5.483,4.34,6.526,7.519,4.804,2.18,0.904,1.639,1.739,2.145,2.224,1.926,1.1999,0.3291,0.336,0.3227,0.2661405,1.233,1.208
        Renewables,30.853,24.11,33.633,35.212,45.857,39.362,44.095,36.112,34.1,37.793,55.244,56.823,63.883,67.821,51.387,81.825,88.7491,85.6604,95.7953,129.6433,126.3225,115.0389,135.4018582,133.0761785
            Hydroelectricity,30.57,23.77,33.346,34.977,45.623,39.165,43.802,35.492,32.937,35.598,51.423,51.155,56.669,58.225,39.75,65.856,66.6859,57.8239,59.4902,88.2094,78.0944,55.1755,66.745,61.8794613
                Geothermal,0.076,0.09,0.105,0.089,0.093,0.094,0.094,0.156,0.162,0.436,0.567,0.589,0.768,1.167,2.04,2.924,4.01,5.1015,6.2908,7.3524,8.2269,8.8125,8.9840967,8.7353537
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.191,1.0131,2.8178,7.5055,8.9457,10.7133,13.5275,16.7453369,20.7944304
                Wind,0.033,0.062,0.048,0.061,0.058,0.059,0.127,0.355,0.847,1.495,2.908,4.716,5.837,7.535,8.485,11.591,15.3811,17.7932,19.8361,21.6131,24.828,31.2251,34.8404246,33.690668
    Consumption,104.165,103.26,108.244,116.715,126.292,136.276,149.303,162.889,170.206,164.651,179.619,196.534,205.25,207.53,218.297,226.846,242.037,259.5462,269.7159,268.3242,273.668,291.778455,287.3209915,285.1773074
    Imports,3.791,4.579,3.588,1.158,0.463,0.636,0.573,0.864,0.789,0.812,1.144,4.556,5.827,7.429,7.953,7.136,6.33,2.7283,2.4769,2.2115,1.8895,2.3345,6.4231364,5.892458
    Exports,0.437,0.433,0.435,0.588,1.144,1.798,2.236,2.422,1.122,1.546,1.918,3.645,2.954,1.227,2.696,3.195,1.452,3.3037,3.1119,2.7887,2.4836,4.1864,3.7095144,1.9926911
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,80.81,85.589,83.456,84.252,75.999,75.337,69.382,57.524,48.206,62.86,56.442,62.655,63.949,64.133,57.903,63.8946,65.1491,63.8869,59.0977,51.0321,45.668,41.6615,43.347,37.0119536
        Fossil fuels,278.823,280.205,282.756,293.317,294.977,294.315,297.482,308.333,308.698,276.941,289.853,259.215,247.503,229.748,204.461,178.975,176.683,161.6463,150.8569,141.882,119.7129,129.3351722,133.4919664,96.8257907
            Coal,119.95,131.461,124.279,138.305,131.788,134.637,148.85,135.945,124.382,103.037,107.594,108.442,142.792,130.258,100.239,75.878,30.669,22.5304,16.8314,7.5166,6.1089,7.2165,6.1600383,3.139
            Natural gas,148.077,141.905,152.276,148.881,157.065,152.64,140.828,165.793,176.219,166.499,175.653,146.499,100.17,95.843,100.892,99.875,143.356,136.7458,131.4898,131.9315,111.4313,119.3869,123.9922802,91.3778181
            Oil,8.446,5.252,4.799,4.594,4.644,5.339,6.174,5.049,6.709,5.995,5.47,3.269,3.246,2.225,1.92,2.137,1.891,1.6164,1.6751,1.4944,1.2207,1.7637722,1.8436479,1.5699726
        Renewables,10.488,12.068,13.9919,13.4617,16.303,19.4925,20.4971,21.6103,23.6462,27.0319,27.5914,37.0347,43.3586,55.1905,67.0118,87.61,87.7949,103.0297,114.8092,124.5865,140.47,128.8982,143.7044579,134.1073659
            Hydroelectricity,5.085,4.055,4.7879,3.2277,4.844,4.9215,4.5931,5.0773,5.1412,5.2279,3.5914,5.6917,5.3096,4.7015,5.8878,6.2973,5.3704,5.8819,5.4433,5.8463,6.7539,5.0149,6.1401,5.237101777
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0.001,0.002,0.003,0.003,0.004,0.008,0.011,0.014,0.017,0.02,0.04,0.244,1.354,2.01,4.054,7.533,10.3951,11.4573,12.7355,12.5801,13.158,12.138,13.8381886,13.1932676
                Wind,0.947,0.965,1.256,1.285,1.935,2.904,4.225,5.274,7.122,9.281,10.286,15.963,19.847,28.397,31.959,40.2747,37.1594,49.6411,56.9063,63.7952,75.3691,64.6621,80.7331693,81.9903015
    Consumption,352.347,355.396,356.8447,360.309,360.7456,368.7304,366.2981,363.6398,362.1873,340.3878,348.6038,336.1996,337.3685,335.9264,321.4466,322.0062,319.9865,315.5008,317.2747,312.6175,296.9091,297.6835132,288.9346251,262.1660464
    Imports,14.308,10.663,9.1825,5.1193,9.7838,11.1601,10.2817,8.6129,12.2937,6.6091,7.1444,8.6889,13.7743,17.5328,23.2431,22.9609,20.0179,18.167,21.3324,24.5556,22.3907,28.7429,15.4505409,33.212467
    Exports,0.134,0.264,0.7677,2.959,2.2942,2.8392,2.7647,3.3984,1.2716,3.7482,4.481,2.467,1.9104,3.1019,2.7233,1.8553,2.2729,3.4071,2.2248,3.3851,4.4808,4.1655,20.7928683,9.449095
Armenia,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,1.84,1.987,2.09,1.82,2.205,2.504,2.422,2.3478,2.266,2.29,2.287,2.357,2.124,2.168,2.266,2.571,2.195,2.411,1.898,2.029,2.552,1.85,2.631,2.512
        Fossil fuels,2.692,2.79,1.579,1.521,1.613,1.828,1.476,1.489,1.854,1.154,1.438,2.39,3.399,3.173,3.289,2.801,2.581,2.872,3.376,3.047,3.166,3.3837,3.879,3.716
            Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Natural gas,2.692,2.79,1.579,1.521,1.613,1.828,1.476,1.489,1.854,1.154,1.438,2.39,3.399,3.173,3.289,2.801,2.581,2.872,3.376,3.047,3.166,3.3837,3.879,3.716
            Oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Renewables,1.248,0.958,1.641,1.962,1.978,1.756,1.808,1.837,1.781,2.003,2.537,2.467,2.303,2.155,1.976,2.187,2.33,2.251,2.3158,2.4113,1.917,2.497,3.371126,2.42
            Hydroelectricity,1.248,0.958,1.641,1.962,1.978,1.755,1.807,1.834,1.779,1.999,2.53,2.464,2.299,2.151,1.972,2.184,2.327,2.246,2.2948,2.3473,1.778,2.202,2.846,1.646
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.019,0.061,0.137,0.294,0.524,0.772
                Wind,0,0,0,0,0,0.001,0.001,0.003,0.002,0.004,0.007,0.003,0.004,0.004,0.004,0.003,0.002,0.002,0.002,0.003,0.002,0.001,0.001126,0.002
    Consumption,3.805,3.862,3.542,3.787,4.088,4.307,4.6179,4.9941,4.985,4.563,4.754,4.982,5.247,5.382,5.494,5.497,5.446,5.745,5.5558,5.9813,6.057,6.5517,7.828126,7.011718114
    Imports,0.352,0.33,0.306,0.307,0.26,0.231,0.3549,0.4187,0.338,0.295,0.283,0.205,0.098,0.148,0.206,0.174,0.275,0.319,0.204,0.293,0.32,0.368,0.124,0.194044769
    Exports,0.815,0.701,0.66,0.583,1.012,1.011,0.664,0.323,0.362,0.336,1.061,1.533,1.696,1.313,1.314,1.424,1.229,1.44,1.627,1.251,1.333,0.995,1.571,1.3
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,17.165,17.669,16.681,18.817,18.988,19.863,22.025,19.483,19.411,16.558,15.263,17.618,21.167,21.6927,23.2608,22.8599,22.761,22.3449,23.177,24.1626,24.4259,26.2709,27.0946,27.184
            Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Natural gas,3.711,11.266,10.889,11.219,12.841,13.991,15.915,15.491,17.69,16.058,15.224,17.272,20.645,21.6515,23.2119,21.252,20.1699,21.0202,23.1281,24.1092,24.377,25.636,27.0065,27.077
            Oil,13.454,6.403,5.792,7.598,6.147,5.872,6.11,3.992,1.721,0.5,0.039,0.346,0.522,0.0412,0.0489,1.6079,2.5911,1.3247,0.0489,0.0534,0.0489,0.6349,0.0881,0.107
        Renewables,1.519,1.288,2,2.444,2.727,2.979,2.493,2.34,2.21,2.287,3.413,2.649,1.803,1.5612,1.3731,1.7219,2.0842,1.8732,1.9531,1.7964,1.3103,1.5203,1.843,1.904252886
            Hydroelectricity,1.519,1.288,2,2.444,2.727,2.979,2.493,2.34,2.21,2.285,3.412,2.649,1.803,1.474,1.287,1.621,1.939,1.729,1.75,1.5494,1.067,1.2773,1.596,1.641586219
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.005,0.035,0.037,0.039,0.044,0.047,0.055,0.061,0.067666667
                Wind,0,0,0,0,0,0,0,0,0,0.002,0.001,0,0,0.001,0.002,0.005,0.023,0.022,0.083,0.105,0.096,0.091,0.083,0.083
    Consumption,16.408,17.073,16.317,19.367,20.318,20.013,21.63,18.153,17.862,14.475,14.484,15.617,19.063,19.6049,20.9059,21.5558,21.5132,20.7921,21.5965,22.379,22.6802,24.1232,23.8916,23.85687229
    Imports,1.357,1.642,2.375,2.436,2.373,2.082,1.766,0.548,0.216,0.11,0.1,0.128,0.141,0.127,0.124,0.108,0.114,0.108,0.1312,0.137,0.137,0.152,0.137,0.212
    Exports,0.863,0.966,0.925,0.871,1.008,0.88,0.879,0.786,0.812,0.38,0.462,0.805,0.68,0.495,0.489,0.265,1.096,1.283,1.445,1.491,1.151,1.673,2.997,3.246
Belarus,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,5.78,4.685,11.735
        Fossil fuels,26.074,25.033,26.427,26.599,31.176,30.924,31.773,31.779,34.975,30.265,34.756,32.052,30.596,31.209,34.447,33.755,33.145,33.729,38.18,39.42,36.849,34.2,31.235,30.50647059
            Coal,0,0,0.004,0.004,0.004,0.004,0.004,0.008,0.01,0.015,0.028,0.019,0.02,0.023,0.026,0.038,0.034,0.027,0.026,0.03,0.031,0.029,0.029,0.029
            Natural gas,24.36,23.577,25.068,25.509,29.657,29.98,30.212,31.523,33.958,24.818,33.899,31.639,29.787,31.007,34.042,33.355,32.529,33.507,37.89,39.191,34.686,32.192,29.399,29.399
            Oil,1.714,1.456,1.355,1.086,1.515,0.94,1.557,0.248,1.007,5.432,0.829,0.394,0.789,0.179,0.379,0.362,0.582,0.195,0.264,0.199,2.132,1.979,1.807,1.078470588
        Renewables,0.027,0.03,0.028,0.028,0.034,0.037,0.038,0.05,0.073,0.111,0.139,0.148,0.202,0.297,0.288,0.326,0.42,0.782,0.8028,1.0395,1.356,1.268,1.26,1.343791673
            Hydroelectricity,0.027,0.03,0.028,0.028,0.033,0.036,0.035,0.035,0.039,0.044,0.045,0.042,0.069,0.137,0.12,0.106,0.141,0.401,0.3208,0.3445,0.394,0.37,0.372,0.394
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.008,0.028,0.089,0.177,0.181,0.176,0.176,0.209,0.228541673
                Wind,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.008,0.011,0.026,0.075,0.097,0.099,0.178,0.194,0.173,0.177,0.188
    Consumption,29.902,29.879,29.604,30.008,30.884,31.363,32.33,32.449,33.174,31.36,33.821,34.373,34.993,34.534,34.866,33.787,33.71,34.224,35.1568,35.4095,35.307,38.1,33.794,39.88294426
    Imports,9.975,10.989,10.068,10.818,7.975,9.091,10.149,9.406,7.085,8.404,7.767,9.289,10.398,9.382,7.806,6.104,6.319,5.992,3.257,3.059,4.277,4.3,4,4
    Exports,2.764,2.718,3.513,3.987,4.723,5.055,5.789,5.062,5.245,3.933,5.067,3.704,2.797,3.012,4.488,3.482,3.298,3.407,4.248,5.398,4.777,4.6,4.7,4.553327648
Georgia,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,1.564,1.395,0.49,0.634,0.875,1.031,2.209,1.754,1.291,0.991,0.683,2.212,2.467,1.788,2.036,2.379,2.2355,2.233,2.1149,2.8404,2.8208,2.38,3.38773,3.447
            Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0.0247,0.0118,0,0,0,0,0
            Natural gas,1.35,1.323,0.415,0.559,0.77,0.867,2.149,1.694,1.279,0.952,0.651,2.205,2.467,1.788,2.036,2.379,2.2192,2.2083,2.1031,2.8404,2.8208,2.38,3.38773,3.447
            Oil,0.214,0.072,0.075,0.075,0.105,0.164,0.06,0.06,0.012,0.039,0.032,0.007,0,0,0,0,0,0,0,0,0,0,0,0
        Renewables,5.801,5.487,6.699,6.461,5.989,6.174,5.262,6.75,7.09,7.338,9.273,7.811,7.151,8.188,8.252,8.369,9.245,9.206,9.933,9.017,8.3392,10.265,10.858,10.949
            Hydroelectricity,5.801,5.487,6.699,6.461,5.989,6.174,5.262,6.75,7.09,7.338,9.273,7.811,7.151,8.188,8.252,8.369,9.236,9.118,9.849,8.932,8.2482,10.182,10.771,10.863
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.088,0.084,0.085,0.091,0.083,0.087,0.086
    Consumption,6.368,6.31,6.428,6.85,7.066,7.417,7.049,7.236,7.169,6.763,7.593,8.428,8.611,9.205,9.937,10.076,10.6165,11.3463,12.0819,12.3222,11.7283,13.368,13.67173,12.56912258
    Imports,0.45,0.8,0.605,1.071,1.281,1.468,0.756,0.43,0.558,0.255,0.232,0.477,0.615,0.484,0.853,0.699,1.329,1.751,1.522,1.763,1.7119,3.19,4.693,4.234
    Exports,0.198,0.527,0.158,0.159,0,0.122,0.14,0.628,0.675,0.74,1.492,0.93,0.528,0.45,0.604,0.66,1.409,0.9397,0.602,0.38,0.2556,1.575,4.131,4.913
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,44.104,47.269,49.441,55.241,58.885,60.06,63.885,68.45,72.867,71.831,74.624,78.703,85.177,95.349,86.936,82.36,82.657,91.485,96.363,95.3433,98.7031,102.491,100.13,100.13
            Coal,35.956,38.794,40.14,45.827,50.555,50.176,49.309,56.251,61.581,58.09,66.657,70.22,69.421,77.515,67.604,63.478,61.225,68.944,74.833,73.786,74.6113,73.804,70.496,70.496
            Natural gas,6.48,7.071,7.23,7.82,7.149,7.253,8.003,6.048,8.206,12.857,7.347,7.94,15.021,17.233,18.308,17.643,19.512,21.759,21.467,21.5001,24.0331,26.009,28.219,28.219
            Oil,1.668,1.404,2.071,1.594,1.181,2.631,6.573,6.151,3.08,0.884,0.62,0.543,0.735,0.601,1.024,1.239,1.92,0.782,0.063,0.0572,0.0587,2.678,1.415,1.415
        Renewables,7.456,8,8.801,8.539,7.976,7.777,7.691,8.09,7.386,6.811,7.943,7.805,7.572,7.681,8.2913,9.4289,11.92,11.6002,11.2494,11.5477,12.2163,12.62129487,13.457,14.059
            Hydroelectricity,7.456,8,8.801,8.539,7.976,7.777,7.69,8.089,7.385,6.81,7.942,7.804,7.561,7.654,8.18,9.176,11.505,11.098,10.3954,9.9937,9.6603,9.208,9.201,9.357
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.022,0.097,0.118,0.136,0.16,0.383,0.831,1.49,1.629,1.9,2.215
                Wind,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.005,0.013,0.132,0.275,0.34,0.461,0.707,1.029,1.747,2.319,2.45
    Consumption,47.41,50.595,52.772,56.103,57.854,60.761,65.15,69.424,73.425,71.501,77.091,80.932,86.926,91.007,86.9773,86.6189,87.982,92.3102,97.5624,96.718,103.4194,105.0992949,105.649,106.2012392
    Imports,3.102,3.435,2.389,3.506,5.234,3.518,3.955,3.383,2.769,1.71,2.914,2.6,4.252,2.147,1.749,1.618,1.319,1.328,1.561,1.935,1.569,2.071,3.694,3.694
    Exports,0.085,1.637,2,4.975,7.403,3.648,3.73,3.308,2.483,2.379,1.757,1.809,2.933,2.996,2.917,1.614,2.572,5.692,5.042,2.419,2.323,2.639,2.243,2.243
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,2.3,2.506,2.299,2.06,2.218,2.156,2.195,2.094,1.665,0.866,0.992,1.019,0.989,0.914,1.274,1.93,1.768,1.311,1.265,1.255838,1.425002,2.181,1.921942235,1.969942235
            Coal,0.835,0.8233,0.568,0.593,0.604,1.504,1.499,1.595,1.335,0.386,0.604,0.635,0.728,0.786,1.073,1.722,1.557,1.16,1.094,1.1318,1.2866,1.974,1.765,1.797
            Natural gas,1.465,1.6827,1.731,1.467,1.614,0.652,0.696,0.385,0.222,0.08,0.181,0.153,0.081,0.027,0.117,0.17,0.19,0.119,0.08,0.089038,0.084602,0.166,0.116,0.132
            Oil,0,0,0,0,0,0,0,0.114,0.108,0.4,0.207,0.231,0.18,0.101,0.084,0.038,0.021,0.032,0.091,0.035,0.0538,0.041,0.040942235,0.040942235
        Renewables,13.546,12.306,10.679,13.381,13.953,12.66,12.347,12.609,10.023,10.115,10.997,13.998,14.037,12.996,13.165,10.989,11.379,14.061,14.1748,13.7056,13.979,12.957,11.903,11.76449804
            Hydroelectricity,13.546,12.306,10.679,13.381,13.953,12.66,12.347,12.609,10.023,10.115,10.997,13.998,14.037,12.996,13.165,10.989,11.379,14.061,14.1748,13.7056,13.979,12.957,11.903,11.76449804
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
                Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    Consumption,9.223,8.295,7.873,9.713,8.268,6.997,7.368,7.745,7.232,7.024,7.362,8.954,10.002,10.922,11.195,10.796,10.623,11.313,11.8708,12.445438,12.710002,13.535,13.78494224,14.87199435
    Imports,0.321,0.322,0.385,0.108,0.054,0,0.009,0.004,0.102,0.052,0.116,0.174,0.177,0.23,0.286,0.729,0.33,0,0,0.269,0.353,1.683,2.806,3.929
    Exports,3.153,2.165,1.062,1.716,3.382,2.684,2.521,2.379,0.868,1.251,1.828,2.848,1.84,0.377,0.072,0.184,0.199,1.215,0.755,0.271,0.302,0.548,0.457,0.428010227
Moldova,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,5.064,5.495,5.294,5.408,5.449,5.613,5.715,5.529,5.633,5.84,5.708,5.434,5.533,4.194,5.046,5.765,5.605,4.648,5.059,5.321,5.821,6.221,4.817,4.445
            Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
            Natural gas,5.032,5.462,5.272,5.391,5.437,5.603,5.703,5.524,5.62,5.792,5.679,5.414,5.517,4.178,5.032,5.757,5.588,4.631,5.051,5.317,5.82,6.183,4.625,4.145
            Oil,0.032,0.033,0.022,0.017,0.012,0.01,0.012,0.005,0.013,0.048,0.029,0.02,0.016,0.016,0.014,0.008,0.017,0.017,0.008,0.004,0.001,0.038,0.192,0.3
        Renewables,0.392,0.359,0.348,0.358,0.35,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.314,0.332,0.284,0.247,0.314,0.3292,0.375,0.36,0.436,0.511,0.609
            Hydroelectricity,0.392,0.359,0.348,0.358,0.35,0.359,0.365,0.354,0.385,0.354,0.403,0.348,0.266,0.311,0.317,0.265,0.228,0.282,0.2732,0.298,0.276,0.316,0.29,0.317
                Geothermal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.01,0.053,0.086
                Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.007,0.023,0.043,0.051,0.077,0.139,0.194
    Consumption,6.334,7.102,7.501,8.922,8.247,8.64,9.099,8.308,8.346,7.208,5.486,5.823,6.024,5.373,5.461,5.513,5.275,5.523,5.7542,5.769,5.793,6.233,5.59,5.673930569
    Imports,1.785,2.127,2.602,3.583,3.361,3.361,3.741,2.931,2.958,1.464,0.025,0.666,0.846,1.456,0.731,0.018,0.004,1.134,0.956,0.644,0.167,0.161,0.936,1.264
    Exports,0,0,0.36,0.131,0.424,0.22,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.094
Russia,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,122.455,125.36,134.14,141.17,137.469,137.6388,144.6457,147.9899,152.0578,152.7776,159.4113,162.0181,166.2934,161.3796,169.065,182.807,184.054,190.115,181.765,195.535,215.745,222.437,223.372,217
        Fossil fuels,573.213,569.39,576.473,599.397,600.127,619.819,651.848,666.309,700.798,642.28,688.691,703.792,718.336,696.07,697.842,693.399,697.682,693.7948,706.755,702.2744,643.9749,701.5027,703.187028,694.7776409
            Coal,163.885,156.479,158.286,158.838,146.748,153.127,160.709,154.848,183.207,150.338,151.606,150.108,160.867,152.904,148.993,148.546,158.409,161.9359,164.4099,170.6161,159.4324,170.8774,167.3407,165.229222
            Natural gas,370.372,376.744,384.744,406.758,422.437,439.312,457.749,486.713,494.716,469.034,520.529,519.202,525.377,529.974,533.493,529.749,521.788,518.4738,527.5876,514.278,468.7525,513.8804,519.448,513.0933325
            Oil,33.091,30.02,27.413,27.115,23.912,21.218,24.37,17.234,16.104,16.021,9.312,27.362,28.062,8.706,10.703,10.102,10.968,6.9756,8.0068,8.5583,7.4885,8.5277,8.351200754,8.40965994
        Renewables,166.675,176.861,165.18,157.903,178.041,175.732,176.561,179.537,167.777,177.294,169.766,169.148,169.414,184.526,179.081,171.752,188.132,188.8239,195.1334,199.619,219.8444,224.4086,209.678,212.6676002
            Hydroelectricity,164.077,173.899,162.217,155.762,175.823,172.677,173.353,177.048,164.763,174.183,166.483,165.844,165.898,181.151,175.267,167.993,184.612,185.0132,191.1423,194.7174,212.5864,214.476,197.346,198
                Geothermal,0.058,0.091,0.156,0.324,0.403,0.41,0.463,0.485,0.465,0.464,0.505,0.522,0.477,0.444,0.455,0.457,0.446,0.435,0.4263,0.4327,0.4214,0.4297,0.449,0.448259312
                    Solar,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.16,0.335,0.462,0.5575,0.7199,1.2794,2.0224,2.2245,2.556,2.794116113
                Wind,0.002,0.003,0.006,0.009,0.007,0.007,0.005,0.007,0.005,0.004,0.004,0.005,0.005,0.005,0.096,0.148,0.148,0.1401,0.2319,0.3308,1.2409,3.3113,5.548,7.646224748
    Consumption,746.128,749.48,754.485,773.805,794.641,807.4508,848.8817,875.4089,892.9808,849.9295,894.6943,906.4551,930.1154,920.4686,930.329,928.726,947.148,956.0297,967.1784,979.2034,972.5343,1028.4143,1020.674028,1010.631537
    Imports,8.795,9.798,5.154,8.24,12.179,10.139,5.115,5.67,3.105,3.0659,1.644,1.558,2.661,4.706,6.623,6.586,3.194,6.41,5.177,1.618,1.378,1.564,1.574,2.852232291
    Exports,22.85,25.659,18.097,21.619,19.8,22.52,20.927,18.468,20.738,17.923,19.091,24.111,19.143,18.382,14.671,18.244,17.694,17.006,17.779,20.049,12.116,22.903,17.97,18.65970588
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,
        Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fossil fuels,0.222,0.176,0.138,0.173,0.152,0.123,0.234,0.38,0.347,0.217,0.035,0.038,0.074,0.044,0.16,0.162,0.608,0.981,1.348,1.788,1.987,2.063,1.568,1.6
